name,linkedin,site,description,phone,company_size
Google,https://br.linkedin.com/company/google/about/,https://careers.google.com/?src=Online/LinkedIn/linkedin_profilepage&utm_source=linkedin&utm_medium=profilepage&utm_campaign=profilepage,,,
